ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,,,,,,,,,,,,
141,Dublin - Sonas domestic violence charity ,Sonas provide support services to women and children experiencing domestic abuse in the Greater Dublin area. ,"Domestic Abuse, coercive control, family courts ",None,Greater Dublin area ,No,www.domesticabuse.ie,support@sonasdomesticabuse.ie ,1800 222 223 ,Information & Advice;Education;Housing support;Community & Family;Youth Services;Public Awareness & Activism;Domestic Violence ;,Domestic Abuse services ,53.3474351,-6.258354052,N/A,,,,,,,,,,,,
215,Dublin - South Dublin County Council - Local Authority Integration Team,"Local Authority Integration Team: (LAIT) guides people to services they require to integrate into the community. The team are connected with relevant services across the county.
LAIT conducts group Information sessions, as well as confidential clinics with individuals to understand their specific support needs.

",None,"South Dublin County Council, County Hall, Tallaght, Dublin 24, D24YNN5",D24YNN5,No,https://www.sdcc.ie/en/services/community/local-authority-integration-team/,integration@sdublincoco.ie,N/A,"Information & Advice, Employment & Training, Public Awareness & Activsm",Information & Advice,53.289,-6.373,Available: No time given,,,,,,,,,,,,
338,Dublin - South Dublin County Partnership (SDCP),"SDCP provides social support and integration work for refugees and asylum seekers with: Physical Health/Wellbeing, Social Welfare, Education, Limited Language Supports, Activities/Social Supports, Employment Support, and other issues risen by attendees, during our weekly clinics within our catchment area.","Social support, Health issues, English classes, Help with forms, Employment support, Wellbeing, Activities","Mountain Park Centre For Creative Learning, Tallaght, Dublin 24, D24 HDT0",D24 HDT0,No,https://sdcpartnership.ie/,None,None,"Health Services, Information & Advice, Employment & Training, Education, Language Support, Wellbeing & Mental Health, Youth Services, Public Awareness & Activsm, Signposting ",Information & Advice,53.285,-6.358,"Yes, in line with the schedule",,,,,,,,,,,,
133,Dublin - South Dublin Volunteer Centre,"We support migrants, refugees and people seeking asylum to engage in volunteering in the community.  ","volunteering, helping others, finding voluntary work ","County Hall, Tallaght",D24 A3XC,No,www.volunteersouthdublin.ie,info@volunteersouthdublin.ie,014628558,Community & Family;Public Awareness & Activism;,Public Awareness & Activism,53.29,-6.373,"Tuesday, Wednesday, Thursday, Friday: 10am-1pm",,,,,,,,,,,,
133,Dublin - South Dublin Volunteer Centre,"We support migrants, refugees and people seeking asylum to engage in volunteering in the community.  ","volunteering, helping others, finding voluntary work ","Civic Centre, Clondalkin",,No,www.volunteersouthdublin.ie,info@volunteersouthdublin.ie,014628558,Community & Family;Public Awareness & Activism;,Public Awareness & Activism,53.3236,-6.39495,"Tuesday, Wednesday, Thursday, Friday: 10am-1pm",,,,,,,,,,,,
133,Dublin - South Dublin Volunteer Centre,"We support migrants, refugees and people seeking asylum to engage in volunteering in the community.  ","volunteering, helping others, finding voluntary work ",Citywest Transit Hub,,No,www.volunteersouthdublin.ie,info@volunteersouthdublin.ie,014628558,Community & Family;Public Awareness & Activism;,Public Awareness & Activism,53.2863179,-6.443449574,"Tuesday, Wednesday, Thursday, Friday: 10am-1pm",,,,,,,,,,,,
202,Dublin - Southside Partnership DLR CLG,"We are a local development company in Dún Laoghaire-Rathdown delivering employment, social inclusion, and community programmes, including supports for International Protection applicants, refugees, and health and wellbeing initiatives.","Accessing services, CV Development, Training opportunities, Individual applications, Translation services, general information and guidance as well as event guides and opportunities, accessing education, and more.","Blackrock, County Dublin",A94 E8R6,No,https://southsidepartnership.ie/,info@sspship.ie,01 706 0100,Information & Advice;Employment & Training;Wellbeing & Mental Health;Community & Family;Education;Language Support;,Multiple services,53.303,-6.178,Wednesday: 10am-4pm. Registration is essential so that we can give enough time to individuals' needs. ,,,,,,,,,,,,
209,Dublin - Spirasi,"Spirasi provides holistic rehabilitation services to survivors of torture across Ireland, including medico-legal reports, psychosocial support, therapeutic services, a Befriending programme and English language classes.","Torture, therapy, psychosocial support, English classes, Befriending, medical report","213 North Circular Road, Phibsborough, Dublin 7",D07 KH9C,No,www.spirasi.ie,info@spirasi.ie,01-8389664,"Health Services, Information & Advice, Education, Language Support, Housing Support, Wellbeing & Mental Health, Community & Family",Multiple Services,53.358,-6.285,N/A,,,,,,,,,,,,
171,Dublin - Tallaght Community Arts,"We create work in the heart of communities; in schools, community gardens, football stadiums, individual’s homes and arts spaces. We often work with people not well represented in our society, opening up the transforming power of the arts to a diverse group of people.","Drama, Theatre, the Arts, community events, music, dance, workshops, arts and crafts, family, accessibility, participatory, community, visual art, graffiti, multimedia ","Rua Red Arts Centre, Tallaght, Dublin 24",D24 KV8N,No,https://tallaght-arts.ie/,info@tallaght-arts.ie,0862706581,Community & Family;Culture & the Arts;,Culture & the Arts,53.289,-6.373,N/A,,,,,,,,,,,,
197,Dublin - TCA ( Tallaght Community Arts) South Dublin Participatory Arts - D24TDK2,"We are a participatory arts org putting people at the centre of our work, using the arts as a means of connection, activism and building sustainable comunities.",Connect through creativity.,"TCA South Dublin participatory arts, The Making Space hub, Mountain Park, Tallaght, Dublin 24. D24TDK2",D24TDK2,No,www.tallaght-arts.ie,info@tallaght-arts.ie,0862706581,Culture & the Arts;,Culture & the Arts,53.285,-6.359,N/A,,,,,,,,,,,,
197,Dublin - TCA ( Tallaght Community Arts) South Dublin Participatory Arts - D24TDK2,"We are a participatory arts org putting people at the centre of our work, using the arts as a means of connection, activism and building sustainable comunities.",Connect through creativity.,"TCA, Rua Red Arts Centre, Parthalon Place, Tallaght, D.24. ",D24KV8N,No,www.tallaght-arts.ie,info@tallaght-arts.ie,0862706581,Culture & the Arts;,Culture & the Arts,53.2882509,-6.372901132,N/A,,,,,,,,,,,,
340,Dublin - The Clondalkin Intercultural Centre (a project of South Dublin County Partnership),The Centre is an open and welcoming space that aims to provide services and support to members of the local migrant community as they integrate into Irish sociate. ,None,Unit 4. Oakfield Industrial Estate. Clondalkin. Dublin 22.,D22 EF60,No,https://sdcpartnership.ie/,receptioncic@sdcpartnership.ie,01 4030796,"Information & Advice, Language Support",Multiple Services,53.326,-6.393,N/A,,,,,,,,,,,,
75,Dublin - The Liberties Community Project,"The Liberties Community Project deliver the following activities targeted primarily at the new Irish community with a particular focus on IPAS clients. Delivery of a curriculum of 34 weekly education classes and activities, operation of an open kitchen facility providing IPAS clients with access to cooking facilities, operation of an Employment Training Programme, delivery of out of term camps for young people and facilitation of advice clinics for all IPAS clients.","Finding work, English classes, help with forms","90 Meath Street, Dublin 8  ",D08TPH9,No,https://thelibertiescommunityproject.ie/,olenap@thelibertiescommunityproject.ie,0877117224,Information & Advice;Employment & Training;Education;Language Support;Wellbeing & Mental Health;Community & Family;Youth Services;Culture & the Arts;Environment;,Multiple services,53.342,-6.299,"Monday, Tuesday, Thursday, Friday, Saturday: 9 am to 5 pm",,,,,,,,,,,,
69,Dublin - The Little Flower Penny Dinners,We provide free hot meals Monday to Friday from 12-1pm. Everyone Welcome.,"Food, poverty, meals,",11 Meath Street Dublin ,D08 AC91,No,www.littleflower.ie,info@littleflower.ie,01 453 6621,"Emergency & Homelessness Support (e.g. food, shelter, day services);",Meals,53.342,-6.282,"Monday, Tuesday, Wednesday, Thursday, Friday: 12-1pm",,,,,,,,,,,,
112,Dublin - Ukrainian Crisis Centre Ireland - UCCI ,"Ukrainian Crisis Centre Ireland (UCCI) supports Ukrainians displaced by war through free weekly activities, mental health services, integration programmes, and educational support. We offer a safe, inclusive space for families, youth, and individuals to connect, heal, and grow. Based in Dublin, we collaborate with local and national partners across Ireland.","English classes, cultural events, support for Ukrainians, mental health support, activities for children.","The GEC, Taylor's Lane, Dublin 8",D08DDE9 ,No,UCCI.ie,info@ucci.ie,0894425522,Information & Advice;Employment & Training;Education;Language Support;Wellbeing & Mental Health;Community & Family;Culture & the Arts;,Multiple services,53.342,-6.285,N/A,,,,,,,,,,,,
10,Dublin - Wadajir Somali Association Ireland CLG,"Wadajir Somali Association Ireland is a community-led organisation supporting Somali migrants. We provide help with integration, language, employment, housing, family reunification, and cultural activities. Our services include translation, form-filling, and connecting people to essential resources, empowering them to thrive and contribute positively to Irish society.","Translation, form-filling, and connecting people to essential resources. ",47 Phibsborough Road ,D07 CF77,No,Www.wadajirsa.ie,support@wadajirsa.ie,0899616024,Information & Advice;,Information & Advice,53.359,-6.276,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday: 11am-6pm",,,,,,,,,,,,
128,Dublin - We Make Good,"We Make Good supports refugees by providing a three-year training and employment program in sewing and textile manufacturing. This initiative empowers participants with practical skills, fair wages, and work experience, helping them integrate into Irish society, gain independence, and build sustainable careers in ethical design and social enterprise.","Sewing jobs, Textile training, Learn sewing, Sewing work Ireland, Refugee job sewing, Sewing course Dublin, Work with fabrics, Sewing factory training, Tailoring skills, sewing, fashion","24 Mountjoy Square, Dublin 1",D01 VP29,No,wemakegood.ie,info@wemakegood.ie,N/A,Employment & Training;,Employment & Training,53.358,-6.257,N/A,,,,,,,,,,,,
,Fermanagh - Aman Association,Aman Association is a County Fermanagh based charity who are happy to welcome and support refugees and asylum seekers where we can.,"English Classes, Advice and support, help with forms","100 Irvinestown Rd, Enniskillen, BT74 5LP",BT74 5LP,No,https://amanfermanagh.co.uk/,contact@amanfermanagh.co.uk,None,Information & Advice;Education;Language Support;Wellbeing & Mental Health;Community & Family;Youth Services;Public Awareness & Activism;,Community & Family,54.35998468,-7.633706293,N/A,,,,,,,,,,,,
181,Galway - A.S.S.C. Accompaniment Support Services for Children,"A.S.S.C. support young people who are victims and witnesses to crime. A.S.S.C. provides  Forensic Accompaniment, Court Accompaniment and phone Support for the families of those affected. A.S.S.C. extends its onsite support to the families and carers of the young person called to give evidence in Criminal Court.","Child, Young Person, Minor, Victim of Crime, Witness to Crime, Witness to Domestic Abuse, Going to court as a witness, District Court, Circuit Court, Circuit Criminal Court. Sexual Assault Treatment Unit, Child and Adolescent Sexual Assault Treatment Service.  ","Dublin, Galway & Cork (Nationwide)",None - not a public office,No,www.assc.ie,support@assc.ie,0832030209 or 0879937392,"Information & Advice;Wellbeing & Mental Health;Onsite Court Accompaniments Nationwide for young witnesses/victims of crime and their families, Onsite Forensic Accompaniment in Sexual Assault Treatment Units in Cork, Dublin and Galway and Phone Support for Families;",Multiple services,53.2740581,-9.051321421,N/A,,,,,,,,,,,,
102,Galway - AkiDwA (A Network of Migrant Women),"Established in 2001, Akina Dada wa Africa-AkiDwA (Swahili for sisterhood) is a national network of migrant women living in Ireland.  The organisation promotes the equality of migrant women in Irish society, free of gender and racial stereotyping and applies a holistic approach to integration, promoting a migrant and gender-specific approach to public services, as well as encouraging migrant women’s access to mainstream services and initiatives. AkiDwA employs several strategies to achieve its objectives, outreach, networking, research, policy work and capacity building. AkiDwA focuses on Key thematic Areas: DSGBV, Health & Integration","Advise of FGM victim support, Conversational English Classes, Women Health, DSGBV, Employment support, mother & baby club, peer support, recreational/cultural activities","Ozanam House, St Augustine St, Galway H91 V3PV",H91 V3PV,No,www.akidwa.ie,projectcoordinator@akidwa.ie,0833560080,Information & Advice;Employment & Training;Language Support;Community & Family;Public Awareness & Activism;Culture & the Arts;Female Genital Mutilation(FGM);Health Services;,Multiple services,53.27213612,-9.050741043,N/A,,,,,,,,,,,,
132,Galway - AMACH! LGBT Galway,"We are an LGBT+ Community Development Organisation based in Galway City. We support the LGBT+ community and explicitly members of the LGBT+ community who are migrants, new arrivals, seeking International Protection and living in Direct Provision and Emergency Accommodation.","Peer support, support, social groups, community","Teach Solais LGBT+ Resource Centre, 1 Courthouse Square, Galway, H91 V2F21",H91 VF21,No,https://amachlgbt.com,info@amachlgbt.com,N/A,Information & Advice;Community & Family;Wellbeing & Mental Health;Public Awareness & Activism;Culture & the Arts;,Community & Family,53.277,-9.055,N/A,,,,,,,,,,,,
343,Galway - Bridge,One-to-One Information and Advocacy support ,"advocacy, support, resource, skills, dialogue, intercultural, english classes, culture, integration","3 The Plaza, Headford Road, Galway","	
H91X297",No,www.gcp.ie,mika@gcp.ie,087 930 3468,"Information & Advice, Employment & Training, Education, Language Support, Community & Family, Youth Services, Public Awareness & Activsm",Information & Advice,53.279,-9.05,N/A,,,,,,,,,,,,
344,"Galway - BRIDGE (Building a Receptive and Integrated Galway of Equals) Project, Galway City Partnership",One-to-One Information and Advocacy support ,one-to-one information and advocacy,"3 The Plaza, Headford Road, Galway",not sure,No,www.gcp.ie,mika@gcp.ie,087 930 3468,"Information & Advice, Employment & Training, Education, Language Support, Community & Family, Youth Services, Public Awareness & Activsm",Information & Advice,53.274,-9.051,N/A,,,,,,,,,,,,
70,Galway - Croí na Gaillimhe Resource Centre SVP,Croí na Gaillimhe is an intercultural and intergenerational resource centre. It runs weekly conversational English classes from Sept-June. Other programmes are also run on occasion throughout the year. ,english class,1 Mill St. Galway,H91 AK65,No,https://www.svp.ie/stores/croi-na-gaillmhe-resource-centre/,cait.gleeson@svp.ie,091 895203,Community & Family;Language Support;,Language Support,53.272,-9.079,N/A,,,,,,,,,,,,
154,Galway - Fáilte Isteach,"Fáilte Isteach is a conversational English language project involving predominantly older volunteer tutors welcoming migrants and refugees through free, accessible classes. It's a community-based project offering a welcoming space for all. We currently have 200 active locations across 26 counties in Ireland.","Conversational English Classes, Fáilte Isteach, Improve English Conversational Skills, Free English Classes",Office address is Summerhill in Meath but we have group locations across Ireland. All classes are listed here: https://www.thirdageireland.ie/failte-isteach/locations ,A83 PW94,No,https://www.thirdageireland.ie/failte-isteach,failteisteach@thirdageireland.ie,(046) 9557766,Language Support,Language Support,53.483,-6.74,"Available: All classes are available for drop in, although learners are encourage to attend regularly when possible., No time given",,,,,,,,,,,,
345,Galway - Galway City Council,Galway city council local authority integration team,information and support,"10A college road, galway city",H91 X4K8,No,https://www.galwaycity.ie/services/community/community-services/local-authority-integration-team-lait,integrationsupport@galwaycity.ie,091536400,"Health Services, Information & Advice, Employment & Training, Education, Language Support, Housing Support, Wellbeing & Mental Health, Community & Family, Youth Services, Legal Advice, Public Awareness & Activsm",Multiple Services,53.276,-9.043,N/A,,,,,,,,,,,,
221,Galway - Galway City Partnership,"GCP provides support to asylum seekers and refugees in Galway through the BRIDGE project, SICAP, the Migrant Support Service, Social Prescribing LAES, WorkAbility and HSE Health Peer Support. These projects support individuals with english language, employment, advocacy, integration, health, legal advice, while also enhancing access, participation, and wellbeing for all new arrivals.","English classes, legal advice, visa advice, finding work, help with forms, youth activities, health support, mental health, courses, training, IPAS help","3 The Plaza Offices, Headford Road, Galway",H91 KC6V,No,www.gcp.ie,info@gcp.ie,091 773466,Health Services;Information & Advice;Employment & Training;Education;Language Support;Wellbeing & Mental Health;Community & Family;Youth Services;Culture & the Arts;Legal Advice;Public Awareness & Activism;,Multiple services,53.27874579,-9.049676443,N/A,,,,Yes,,,,,,,,
346,Galway - Galway City Partnership - Ukrainian Response Team,"The Ukrainian Response Team is a part of Galway City Partnership which is a local and community development company tackling disadvantage and social exclusion in Galway city since 1996. The Team is responding to the influx of Ukrainian refugees since July 2023 in Galway providing support, advice and information to the Ukrainian community.","link to services, English classes, help with forms, Employment support, Access to education support, CV support, Training, wellbeing, support in Ukrainian","Ukrainian Response Team, Westside Resource Centre, Seamus Quirke Road, Galway, H91 C1KX ",H91 C1KX,No,https://gcp.ie/,Ukrainiansupport@gcp.ie,0851273069,Information & Advice,Information & Advice,53.278,-9.074,Yes: 10am - 3pm ,,,,,,,,,,,,
221,Galway - Galway City Partnership (LAES & Bridge Project),"GCP provides support to asylum seekers and refugees in Galway through the BRIDGE project, SICAP, the Migrant Support Service, Social Prescribing LAES, WorkAbility and HSE Health Peer Support. These projects support individuals with english language, employment, advocacy, integration, health, legal advice, while also enhancing access, participation, and wellbeing for all new arrivals.","English classes, legal advice, visa advice, finding work, help with forms, youth activities, health support, mental health, courses, training, IPAS help","LAES & Bridge Project base - 2nd floor, The Plaza Offices, Headford Road, Galway, H91 KC6V",H91 KC6V,No,www.gcp.ie,info@gcp.ie,091 773466,Health Services;Information & Advice;Employment & Training;Education;Language Support;Wellbeing & Mental Health;Community & Family;Youth Services;Culture & the Arts;Legal Advice;Public Awareness & Activism;,Multiple services,53.27874579,-9.049676443,N/A,,,,,,,,,,,,
221,Galway - Galway City Partnership (WorkAbility & SICAP),"GCP provides support to asylum seekers and refugees in Galway through the BRIDGE project, SICAP, the Migrant Support Service, Social Prescribing LAES, WorkAbility and HSE Health Peer Support. These projects support individuals with english language, employment, advocacy, integration, health, legal advice, while also enhancing access, participation, and wellbeing for all new arrivals.","English classes, legal advice, visa advice, finding work, help with forms, youth activities, health support, mental health, courses, training, IPAS help","WorkAbility & SICAP Goal 1 base - Ballybane Resource Centre, Castlepark Road, Ballybane, Galway",H91VP6D,No,www.gcp.ie,info@gcp.ie,091 773466,Health Services;Information & Advice;Employment & Training;Education;Language Support;Wellbeing & Mental Health;Community & Family;Youth Services;Culture & the Arts;Legal Advice;Public Awareness & Activism;,Multiple services,53.28840339,-8.996004139,N/A,,,,,,,,,,,,
46,Galway - Galway County Council Integration Team,"Integration Supports for IPA's, BOTP's, and persons with status","Integration supports: finding work, help with forms, link to community services, English classes.","Galway County Council, Prospect Hill, Galway", H91 H6KX,No,galway.ie,integration@galwaycoco.ie,N/A,Community & Family;Integration Supports;,Multiple services,53.276,-9.069,N/A,,,,,,,,,,,,
108,Galway - Galway Rape Crisis Centre,"The Galway Rape Crisis Centre (GRCC) provides free, confidential support to individuals aged 14 and up who have been affected by sexual violence and abuse. We offer a range of services including counselling, education and training, advocacy, and accompaniment. Our freephone helpline (1800 355 355) offers emotional support, information, and guidance.","Counselling, rape, support, sexual assault, help, therapy, crisis support, help after rape, abuse, SATU accompaniment, sexual violence support, support for teenagers, therapy for survivors, free counselling, support for friends and family, advocacy services, court accompaniment, sexual abuse support, Galway support services, helpline for sexual violence, education on consent, support for survivors",7 Claddagh Quay Galway,H91 WPF6,No,https://galwayrcc.ie/,helpline@grcc.ie,091 564800        1800 355 355,Information & Advice;Education;Wellbeing & Mental Health;,Multiple services,53.27,-9.056,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday: 9.30am-5.30pm",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Glenamaddy, Old Kilkerrin Road, Glenamaddy, Co Galway",F45 FH04,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.60463266,-8.556348234,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB Training Centre, Mervue Business Park, Galway",H91 CDW6,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.28644294,-9.024677871,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GABES, New Dock Street, Galway",H91 CKV0,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.27255778,-9.046265764,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Casla, Co. na Gaillimhe ",H91 XP6E,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.2930915,-9.544715764,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Clifden, Co. Galway ",H71 HD68,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.49140022,-10.01438341,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Gort, Co. Galway",H91 W443,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.06489545,-8.807982275,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Headford, Abbey House, Main Street, Headford, Co. Galway",H91 DD29,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.47102469,-9.099719668,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Loughrea, Abbey Street, Loughrea, Co. Galway",H62 T262,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.20226144,-8.566159849,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Moycullen, Co. Galway",H91 PXK4,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.33898067,-9.172497349,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Oughterard, Co. Galway",H91 ADW7,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.43200707,-9.311498334,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Ballinasloe, Co. Galway",H53 A5F1,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.33457624,-8.225847381,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","Galway Community College Further Education, Wellpark Rd, Galway ",H91 K642,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.28553349,-9.028764755,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","Galway Technical Institute (GTI), Fr Griffin Road, Claddagh, Galway", H91 KA49,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.26952526,-9.054518171,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Athenry, Station Rd, Athenry, Co Galway",H65 X051,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.30348843,-8.742546857,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Tuam, Airglooney House, Ballygaddy Road, Tuam, Co. Galway",H54 C597,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.53178235,-8.870334951,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Dunmore, Tuam Road, Dunmore, Co. Galway",H54 Y827,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.61906155,-8.738846251,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Portumna, Old Vocational School, Portumna, Co. Galway",H53 A263,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.09651735,-8.214194738,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
